alpha_2,region,,flag,大洲:,origin name,Let's Go,,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01
DK,丹麦,其他,https://www.fluentpython.com/data/flags/dk/dk.gif,欧洲,DK,0,0,12,10,7,0,7,5,10,2,8,7,19,7,9,8,6,11,14,10,7,7,9,10,7,6,9,5,13,9,5,13,8,5,8,7,7,5,8,9,9,10,6,7,14,9,11,15,11,11,10,23,14,16,17,11,13,15,18,18,14,15,12,17,18,20,22,15,25,23,24,21,17,28,20,21,27,26,23,27,37,29,30,30,37,33,7,12,9,12,12,10,11,10,10,9,9,12,15,11,11,10,10,18,15,9,9,10,9,10,8,8,9,9,7,8,10,8,6,9,7,11,11,25,13,9,11,8,13,12,9,14,10,10,8,10,11,10,10,9,9,9,11,10,9,6,8,12,9,10,10,9,12,11,13,9,11,8,10,10,10,17,16,10,11,9,11,10,8,11,10,13,12,16,26,11,15,16,18,16,13,14,15,14,19,15,15,17,17,19,17,30,27,17,15,15,11,6,6,9,8,9,7,11,18,7,6,10,8,8,9,9,12,12,11,14,13,10,12,100,71,27
MG,马达加斯加,其他,https://www.fluentpython.com/data/flags/mg/mg.gif,非洲,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,55,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,12,0,11,0,0,11,0,0,9,0,0,0,0,8,0,7,15,0,20,12,6,0,12,0,0,6,5,10,5,5,0,5,0,0,0,0,4,0,0,0,0,4,4,4,0,4,10,0,0,3,17,3,10,0,0,4,3,14,7,0,0,0,4,0,7,0,0,11,10,4,30,4,0,15,16,11,15,12,11,23,32,23,14,14,13,14,7,10,23,8,12,12,12,5,4,8,25,12,23,28,52,30,8,12,23,10,18,15,22,23,34,46,68,21,22,35,56,27
YE,也门,其他,https://www.fluentpython.com/data/flags/ye/ye.gif,亚洲,YE,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,36,0,0,0,35,0,0,0,0,30,0,0,0,20,0,21,0,22,0,0,0,16,0,0,0,15,0,0,0,0,0,0,12,10,0,9,9,9,10,0,10,0,0,30,0,17,13,9,0,0,9,0,0,0,0,0,0,13,0,12,0,8,16,19,17,5,9,13,0,0,0,0,0,6,3,9,0,5,5,2,8,5,6,6,13,5,2,5,3,1,1,4,4,4,11,9,6,9,3,1,3,5,6,4,4,6,3,5,10,1,5,6,4,10,7,5,7,3,5,8,7,4,1,3,2,4,4,3,2,2,2,4,4,7,2,4,2,5,3,3,1,6,1,7,4,8,3,2,3,3,3,4,3,4,8,4,5,4,2,6,6,13,15,7,4,3,12,6,15,18,6,8,5,0,20,97,24,5,35,76,61,46,37,32,25,23,67,100,43,23,48,42,27
AL,阿尔巴尼亚,其他,https://www.fluentpython.com/data/flags/al/al.gif,欧洲,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,50,50,0,49,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0,20,0,0,0,0,0,0,0,0,30,0,0,22,11,10,0,20,11,13,0,0,0,14,0,21,10,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,2,5,1,2,3,3,8,7,1,3,8,4,4,3,1,9,5,6,3,5,3,3,2,5,2,3,4,2,3,2,4,2,5,2,5,9,4,2,2,1,2,5,4,3,4,4,3,6,2,3,4,2,4,4,3,4,3,3,5,2,4,3,3,2,5,4,9,2,3,4,2,1,5,2,3,4,7,10,14,4,10,4,2,6,8,7,18,9,14,16,16,6,7,9,7,7,12,8,8,9,14,14,11,7,10,6,11,9,8,4,6,8,13,17,13,20,17,17,9,7,10,6,10,19,23,29,19,11,14,23,22,71,33,26
EC,厄瓜多尔,其他,https://www.fluentpython.com/data/flags/ec/ec.gif,南美,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,49,0,20,16,54,0,19,0,0,0,0,14,0,0,14,0,0,0,11,30,0,0,0,0,0,0,8,16,17,25,0,8,0,14,0,7,16,0,13,6,6,0,0,6,0,20,7,6,13,0,12,6,0,6,13,5,5,5,0,7,0,7,10,3,9,3,7,4,6,4,5,5,0,2,7,8,8,9,5,8,11,8,6,5,8,8,6,2,3,5,3,4,5,7,6,9,13,10,7,5,6,7,5,4,4,3,3,4,2,7,6,4,7,3,2,6,4,4,8,8,10,6,7,4,6,2,6,6,5,2,5,6,3,8,13,9,9,6,7,8,3,3,7,7,7,10,15,100,6,3,7,6,8,10,9,6,7,13,12,8,19,22,14,15,10,16,17,20,20,15,13,9,14,17,17,22,22,34,18,13,16,20,20,15,13,14,24,19,27,36,34,19,89,54,26
ET,埃塞俄比亚,其他,https://www.fluentpython.com/data/flags/et/et.gif,非洲,ET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,61,60,0,0,64,0,55,0,0,0,0,0,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,5,0,0,5,0,0,0,0,0,0,0,5,5,0,4,10,0,4,0,0,4,4,0,0,3,3,0,0,11,9,5,0,0,2,0,0,2,2,0,0,0,0,3,0,3,8,3,5,0,3,5,14,2,2,10,0,5,10,15,58,5,13,2,16,21,42,27,11,19,57,30,42,40,31,19,8,21,27,19,18,13,19,10,21,11,21,23,34,45,74,42,21,29,31,31,29,19,28,36,37,100,72,21,18,54,38,26
TW,中国台湾省,其他,https://www.fluentpython.com/data/flags/tw/tw.gif,亚洲,TW,0,0,5,14,6,4,4,4,4,4,4,4,7,16,0,0,3,0,3,0,6,9,13,3,3,3,3,3,3,3,2,0,8,7,2,5,4,4,6,3,2,10,2,0,2,2,3,4,3,4,0,2,4,8,3,4,1,3,9,1,3,4,0,6,0,5,5,4,5,4,4,3,3,0,0,0,3,4,3,3,7,2,4,2,1,1,3,3,5,2,4,2,1,2,2,5,3,4,7,5,4,5,2,8,3,4,3,3,6,3,2,2,5,4,4,2,3,3,6,3,3,3,4,9,12,5,4,3,3,2,4,3,3,3,2,2,1,4,3,3,2,2,4,3,3,3,3,4,3,3,2,3,3,1,4,3,2,3,4,2,4,5,3,5,2,3,3,3,3,2,3,2,3,3,4,4,3,4,3,3,3,6,9,5,10,8,6,8,8,9,9,11,14,14,13,10,15,12,10,10,9,9,16,20,14,15,14,16,18,15,12,13,10,9,7,5,8,14,23,100,65,25
VN,越南,其他,https://www.fluentpython.com/data/flags/vn/vn.gif,亚洲,VN,0,0,0,65,0,0,47,0,0,0,0,0,32,0,0,35,0,25,0,0,0,37,0,0,17,15,0,0,0,12,0,11,20,9,18,8,7,0,6,0,0,5,17,8,7,0,8,17,16,10,14,4,6,8,3,3,4,7,10,7,0,4,2,2,1,4,9,3,0,4,2,4,5,5,0,3,3,1,3,5,0,6,3,4,1,2,3,3,7,4,1,3,4,5,3,1,2,3,5,4,3,2,3,12,7,3,4,4,4,2,1,3,3,3,1,1,3,3,2,2,3,4,11,17,10,7,7,5,6,3,4,2,3,2,3,4,4,5,3,2,2,3,4,5,7,4,6,8,5,2,3,3,4,2,5,3,4,4,3,4,9,15,5,2,3,5,4,4,3,3,6,6,5,3,11,3,4,9,6,7,13,38,40,51,68,55,53,70,74,54,55,52,76,100,99,78,84,75,69,81,77,69,84,74,74,70,49,54,43,25,31,32,31,30,31,41,50,30,33,46,38,25
FI,芬兰,其他,https://www.fluentpython.com/data/flags/fi/fi.gif,欧洲,FI,0,0,3,5,1,2,7,6,3,5,5,6,4,3,6,6,6,6,9,7,3,2,7,3,6,5,5,4,3,2,7,5,5,5,4,4,2,5,4,4,4,4,5,4,5,5,5,4,6,6,4,5,6,6,6,8,5,5,6,4,4,4,4,5,6,7,8,6,6,5,5,5,6,6,6,6,5,5,6,6,7,6,6,5,6,7,5,5,6,6,7,7,7,8,5,6,5,6,8,8,7,7,7,11,9,7,7,5,5,6,6,6,7,6,5,5,7,5,6,5,4,7,12,27,11,7,5,6,9,8,7,5,5,6,7,8,6,6,5,6,7,6,5,5,5,5,5,7,6,5,5,6,8,7,7,6,6,5,7,6,8,11,11,7,7,8,6,5,5,5,6,7,7,8,12,6,9,8,6,6,7,6,6,7,7,8,8,7,9,10,6,7,7,6,8,6,7,4,4,5,6,5,5,7,7,5,4,5,5,6,5,6,7,6,6,8,6,6,6,100,64,24
ID,印度尼西亚,其他,https://www.fluentpython.com/data/flags/id/id.gif,亚洲,ID,0,0,0,0,0,0,0,0,19,0,31,0,21,0,0,0,12,13,0,0,12,11,0,21,12,19,0,0,0,0,7,8,8,0,7,0,0,6,0,6,0,0,4,4,0,3,3,3,7,3,5,12,7,6,0,2,4,2,0,8,5,0,4,3,3,5,3,1,3,3,6,6,7,2,2,4,1,4,1,3,3,5,1,3,3,3,2,3,14,13,4,3,3,4,3,2,3,7,2,2,2,2,4,7,9,12,8,9,10,5,2,4,2,2,3,2,3,2,3,4,4,6,6,11,5,5,4,4,5,4,4,3,2,3,2,4,10,20,3,3,4,3,7,9,12,6,3,33,19,2,2,2,3,4,7,5,8,6,3,3,16,24,7,3,3,5,3,3,2,3,2,4,11,6,33,3,4,11,11,9,16,12,12,22,37,21,24,22,21,15,16,14,20,18,21,18,16,12,14,16,13,13,18,73,100,65,14,18,17,13,13,13,14,28,29,64,69,25,13,32,37,24
IE,爱尔兰,其他,https://www.fluentpython.com/data/flags/ie/ie.gif,欧洲,IE,0,0,15,8,5,15,7,7,10,0,12,6,14,28,14,5,11,15,21,11,10,14,16,7,6,11,9,9,6,13,16,9,8,6,10,7,7,2,5,6,8,9,8,11,6,12,13,10,9,8,4,9,5,12,11,11,16,10,11,10,6,9,10,8,8,8,8,10,11,6,9,10,7,9,8,9,11,9,6,4,7,9,8,6,5,7,5,7,9,7,7,5,7,6,6,6,8,7,7,8,6,6,8,13,9,6,7,5,5,5,5,6,6,8,7,7,7,5,6,6,6,7,11,20,9,5,7,7,9,6,6,6,5,6,6,7,10,8,8,8,6,4,7,5,8,5,6,12,7,5,6,6,7,6,6,5,6,6,5,6,7,10,9,6,6,5,6,7,4,6,6,7,8,16,37,6,6,7,6,7,7,6,5,8,12,8,13,11,10,8,9,10,11,10,11,10,7,5,6,6,6,6,6,8,9,7,6,5,6,5,6,6,6,8,8,10,8,8,8,100,64,24
JM,牙买加,其他,https://www.fluentpython.com/data/flags/jm/jm.gif,北美,JM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,32,0,0,0,30,0,0,0,22,0,22,0,20,0,0,0,0,0,0,0,49,0,0,0,0,15,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,20,13,0,0,6,6,0,5,6,5,12,6,6,0,5,0,5,4,0,9,4,13,0,0,8,0,0,7,7,3,11,6,0,10,4,4,0,0,3,0,3,0,3,3,3,6,3,6,3,3,5,5,3,0,33,7,2,8,6,9,0,6,3,3,6,8,3,0,0,9,3,3,3,0,9,3,3,0,9,8,8,23,3,5,0,16,8,17,33,54,22,8,14,8,25,3,14,3,10,15,2,13,18,15,11,8,10,8,4,23,54,100,25,8,9,15,10,8,6,8,13,17,51,51,29,33,52,28,24
NZ,新西兰,其他,https://www.fluentpython.com/data/flags/nz/nz.gif,澳洲,NZ,0,0,6,6,14,0,8,9,14,18,4,4,9,9,4,12,6,0,6,3,0,8,5,3,0,6,0,0,6,7,6,15,6,7,4,3,3,10,7,7,4,3,4,3,1,2,1,2,4,10,4,5,6,6,3,1,4,4,1,1,4,6,5,4,7,3,3,5,3,5,6,2,6,9,5,3,2,2,8,6,6,4,2,5,5,5,2,4,5,5,5,5,4,3,6,4,4,4,10,6,5,4,4,8,5,4,2,3,2,2,2,2,4,2,2,4,6,4,3,4,3,6,10,23,14,5,5,5,7,7,6,4,5,4,4,6,4,5,4,4,4,3,5,4,5,6,4,6,6,7,5,6,5,3,6,5,6,5,6,5,10,17,5,4,5,3,3,4,6,6,5,5,6,8,13,4,5,3,6,4,4,5,6,7,9,6,6,8,9,4,8,7,5,7,9,6,6,5,3,6,3,4,5,7,6,7,4,5,3,4,6,5,6,4,4,5,5,3,5,100,63,23
BS,巴哈马,其他,https://www.fluentpython.com/data/flags/bs/bs.gif,北美,BS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,31,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,32,0,0,0,0,50,0,0,0,0,0,0,0,16,0,0,0,54,45,0,14,0,0,0,14,14,13,13,0,26,14,0,0,0,0,0,0,0,0,12,0,23,12,11,0,0,11,11,0,12,0,12,11,11,34,10,21,0,11,11,0,12,11,0,21,0,11,0,19,28,10,28,0,11,22,53,10,49,32,10,21,19,29,19,10,0,10,29,9,17,18,24,16,8,17,8,33,33,32,56,9,16,9,0,8,16,8,17,16,17,26,72,56,56,100,80,22
BH,巴林,其他,https://www.fluentpython.com/data/flags/bh/bh.gif,亚洲,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,28,0,24,0,0,21,0,34,0,0,0,23,0,22,0,0,0,0,0,13,0,11,0,11,11,10,10,0,9,26,0,8,0,8,0,0,0,8,0,7,7,22,0,21,8,0,7,8,8,22,14,15,8,37,8,23,0,8,16,0,8,0,0,0,0,4,5,0,4,8,8,4,12,12,4,8,4,4,0,7,0,10,16,13,10,16,3,19,11,17,9,5,5,10,10,16,5,3,13,13,3,13,8,5,0,12,11,3,11,5,10,8,5,7,8,2,16,7,7,16,9,9,7,11,4,4,11,8,9,6,8,13,17,15,18,10,8,8,7,11,14,4,6,28,9,4,14,19,17,18,19,21,20,63,12,25,14,26,26,8,17,23,19,21,10,23,29,34,18,17,21,13,21,19,14,17,13,14,12,21,8,8,18,100,39,22,7,20,11,20,41,55,19,20,55,44,43,77,47,30,22
BZ,伯利兹,其他,https://www.fluentpython.com/data/flags/bz/bz.gif,北美,BZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,10,0,0,0,0,9,0,0,0,8,0,0,0,0,8,8,0,0,14,0,0,0,0,0,0,6,6,6,0,6,0,13,0,12,0,0,0,10,11,0,0,0,6,0,0,0,0,0,11,5,5,16,0,0,0,5,5,22,11,14,10,53,21,5,14,29,15,19,21,9,13,11,4,7,16,4,0,8,0,3,6,71,11,0,15,13,4,0,4,0,8,7,44,40,3,20,11,33,22
GP,瓜德罗普,其他,,北美,GP,0,0,0,0,0,0,0,0,0,0,0,58,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,24,0,10,0,0,4,0,0,0,0,7,0,0,5,0,0,0,7,17,17,0,22,10,15,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,3,4,0,3,3,0,0,2,0,0,5,13,0,0,0,4,5,5,0,3,0,6,6,15,3,6,6,3,0,0,3,0,10,6,0,0,3,3,3,3,3,6,9,0,0,0,0,3,3,3,3,3,0,3,3,6,3,3,0,3,11,3,3,0,6,3,5,6,0,0,5,6,0,0,0,0,6,12,6,0,19,7,0,21,0,7,0,0,7,0,7,7,14,0,0,24,100,22
MU,毛里求斯,其他,https://www.fluentpython.com/data/flags/mu/mu.gif,非洲,MU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,34,0,0,0,0,0,0,0,21,0,39,0,0,0,0,0,0,0,24,0,16,0,16,0,0,52,24,0,0,12,13,11,0,24,0,0,12,12,0,27,0,21,0,7,20,13,13,0,6,6,11,22,0,5,5,19,10,32,10,0,18,23,8,17,13,8,8,0,7,18,4,3,3,10,10,7,13,12,10,12,3,9,6,0,8,6,3,5,6,8,3,13,8,15,5,5,9,0,4,7,5,21,18,4,7,11,13,15,7,14,11,16,14,11,16,10,9,11,5,5,4,16,9,4,7,12,17,21,19,75,2,13,19,24,19,7,11,12,13,26,29,25,19,8,12,10,13,19,17,9,11,28,15,7,4,12,8,34,38,47,22,8,19,27,4,16,4,19,35,19,51,56,10,15,60,24,22
PK,巴基斯坦,其他,https://www.fluentpython.com/data/flags/pk/pk.gif,亚洲,PK,0,0,0,67,0,0,0,0,0,0,41,0,0,0,0,0,99,0,30,0,30,0,0,0,28,0,0,23,21,21,39,39,0,0,0,0,16,0,15,14,13,39,0,0,10,0,22,11,19,0,20,19,10,10,10,21,9,27,23,33,0,0,8,23,11,11,0,0,0,0,13,8,19,3,5,14,7,10,6,5,0,0,16,0,0,8,5,8,10,0,5,11,11,15,4,7,4,3,4,4,8,5,4,10,11,8,10,9,4,6,10,12,5,7,6,6,7,5,6,5,2,5,4,10,8,4,5,4,6,4,5,5,4,4,4,3,4,6,3,6,4,4,6,8,7,4,5,6,4,7,6,5,3,6,8,7,6,6,6,7,9,16,10,8,7,9,8,6,8,7,4,6,8,10,46,6,7,8,10,15,25,25,23,28,37,31,41,30,37,22,25,37,39,31,36,33,32,33,29,31,26,33,42,44,100,72,29,32,31,31,29,25,25,25,31,40,43,17,20,58,44,22
PS,巴勒斯坦,其他,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Palestine.svg/250px-Flag_of_Palestine.svg.png,亚洲,PS,0,0,0,0,0,0,0,29,0,19,9,0,21,23,6,15,12,15,13,0,13,6,6,0,12,18,19,0,0,0,0,16,0,0,16,0,0,12,0,0,8,23,7,6,11,0,5,5,0,0,5,0,4,4,4,15,13,0,8,0,0,4,4,0,6,6,3,3,9,5,0,14,0,17,0,0,0,4,0,11,4,4,8,0,8,0,8,2,0,5,5,3,3,6,6,3,4,4,10,4,1,4,1,3,5,4,5,2,5,1,5,4,4,3,7,2,2,4,4,2,2,0,5,2,2,1,1,4,0,0,0,0,3,3,0,2,7,3,3,4,0,0,0,0,0,0,22,19,9,20,11,0,11,17,17,5,20,17,24,21,16,32,15,40,31,19,37,21,15,16,8,10,15,21,41,9,12,13,22,13,14,11,17,13,14,27,19,14,24,31,7,16,22,25,11,17,10,12,17,9,11,7,18,29,100,18,19,11,19,17,18,24,26,21,32,68,67,22,17,38,29,22
AE,阿联酋,其他,https://www.fluentpython.com/data/flags/ae/ae.gif,亚洲,AE,0,0,0,0,0,0,16,0,0,17,0,0,0,26,0,55,21,36,31,33,11,0,38,42,0,15,15,15,26,18,23,30,12,17,21,10,31,14,13,16,14,14,12,15,30,14,37,17,21,15,7,2,12,10,24,23,17,12,21,26,10,18,16,14,23,18,26,12,18,18,25,14,24,15,16,19,22,28,18,16,21,18,20,25,14,14,21,18,18,27,22,28,32,23,26,27,23,29,23,24,27,23,23,32,26,25,27,22,24,22,23,17,27,25,30,23,27,25,25,32,32,38,39,42,25,26,25,19,26,23,18,27,19,25,25,34,25,29,39,28,26,28,32,31,30,31,29,36,36,36,43,37,37,35,41,32,39,41,42,38,47,54,50,47,47,51,50,46,42,40,47,42,55,57,89,58,58,54,45,52,55,53,47,46,52,59,62,48,53,50,38,46,56,45,48,41,32,21,24,22,37,36,37,64,91,53,43,44,48,45,46,56,55,53,41,60,59,47,38,100,57,22
AO,安哥拉,其他,https://www.fluentpython.com/data/flags/ao/ao.gif,非洲,AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,20,0,19,0,0,0,19,14,0,5,6,5,5,10,14,14,4,10,14,9,4,11,11,3,3,5,3,16,4,9,7,2,0,0,0,6,4,3,4,12,6,7,5,2,5,12,3,1,4,7,8,6,1,4,2,1,15,4,5,5,5,5,1,5,4,13,3,6,7,9,12,6,5,8,9,7,18,13,12,5,14,12,3,9,9,3,10,6,10,3,8,7,5,4,7,24,4,7,8,13,7,6,15,11,24,8,12,23,14,8,21,20,17,6,14,3,13,9,11,5,7,20,9,37,42,26,28,5,35,51,26,24,10,29,39,41,39,53,41,10,41,72,21
AR,阿根廷,其他,https://www.fluentpython.com/data/flags/ar/ar.gif,南美,AR,0,0,0,4,0,9,7,12,2,0,4,6,4,2,0,2,3,5,11,7,4,10,0,3,1,11,1,1,5,4,2,2,6,5,2,6,1,1,5,3,1,5,3,2,2,3,4,3,5,7,5,2,5,5,2,3,4,3,3,5,3,3,2,3,3,2,4,4,3,2,6,4,3,4,3,3,1,4,3,4,4,6,2,5,3,2,2,3,4,4,3,3,2,4,3,3,9,3,3,3,3,2,3,4,10,4,4,3,3,3,4,3,4,3,4,2,2,3,2,3,3,3,4,10,7,7,11,6,5,3,3,3,3,3,3,3,4,5,4,4,2,3,3,2,3,2,5,6,3,5,5,4,3,4,4,4,4,4,3,3,4,6,4,4,4,2,3,3,3,3,4,4,5,6,55,5,6,4,3,3,5,5,5,5,6,7,6,7,6,5,7,5,6,8,11,13,9,8,9,9,9,8,10,10,10,7,9,8,9,7,8,8,7,7,9,10,12,13,13,100,73,21
EG,埃及,其他,https://www.fluentpython.com/data/flags/eg/eg.gif,非洲,EG,0,0,35,0,0,55,0,0,34,0,18,37,18,14,0,0,10,0,0,10,8,26,51,0,8,7,7,6,0,10,10,9,0,4,8,4,3,9,9,6,4,9,12,4,1,8,5,10,9,10,4,10,9,1,9,9,7,6,7,8,9,7,8,4,10,11,6,8,12,15,10,6,8,5,9,6,7,13,7,5,8,11,10,10,7,6,7,5,9,10,11,8,7,11,7,7,8,10,7,7,10,9,7,9,12,8,8,9,8,9,9,7,13,10,9,6,6,7,8,9,7,11,10,11,9,7,9,6,8,9,9,9,10,9,10,9,10,39,12,13,12,13,13,13,16,13,15,14,16,13,15,8,7,8,12,10,18,16,22,19,18,18,17,13,11,13,16,21,23,21,22,24,31,28,74,23,21,23,40,42,45,47,51,42,58,50,51,42,43,46,49,54,51,58,51,51,41,27,28,26,27,36,35,45,100,42,26,34,48,48,37,28,27,34,53,87,84,33,26,39,28,21
LR,利比里亚,其他,https://www.fluentpython.com/data/flags/lr/lr.gif,非洲,LR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,74,0,100,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,14,25,14,9,17,0,0,6,11,46,20,23,17,5,0,8,12,8,13,4,7,12,0,0,4,0,0,3,9,8,10,0,2,2,5,9,7,3,17,5,0,3,3,6,3,3,3,7,0,3,5,0,3,11,6,3,3,3,0,7,0,6,0,0,6,12,3,7,13,3,7,4,0,3,4,4,4,10,0,8,19,0,0,0,11,0,6,14,4,9,4,3,5,3,26,67,15,0,11,27,23,12,2,5,33,24,50,44,12,0,10,13,21
