alpha_2,region,,flag,大洲:,origin name,Let's Go,,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
RW,卢旺达,其他,https://www.fluentpython.com/data/flags/rw/rw.gif,非洲,Rwanda,0,0,0,0,0,0,0,65,65,65,111,169,224,224,224,303,303,303,386,386,386,386,386,447,447,447,447,447,447,447,447,447,447,472,525,547,609,649,680,695,708,761,789,807,815,837,845,861,876,894,949,962,994,1026,1079,1119,1169,1188,1247,1285,1333,1412,1499,1525,1543,1562,1607,1681,1744,1788,1805,1843,1859,1870,1890,1901,1910,1920,1930,1940,1940,1969,1977,1992,2011,2027,2040,2055,2064,2069,2085,2092,2099,2113,2125,2149,2174,2193,2212,2230,2255,2284,2302,2322,2340,2364,2389,2410,2434,2459,2477,2502,2528,2559,2582,2600,2629,2655,2677,2698,2733,2757,2794,2817,2838,2859,2887,2923,2944,2967,2999,3054,3102,3157,3228,3264,3306,3360,3412,3458,3488,3536,3583,3616,3693,3793,3855,3906,3962,4046,4103,4150,4228,4283,4324,4350,4384,4419,4456,4487,4510,4540,4570,4616,4640,4661,4681,4700,4721,4742,4765,4781,4801,4843,4869,4913,4971,5003,5034,5058,5086,5112,5134,5156,5186,5209,5226,5244,5262,5283,5304,5321,5334,5353,5370,5386,5407,5426,5441,5458,5479,5498,5512,5537,5546,5559,5576,5592,5605,5617,5627,5644,5661,5692,5716,5731,5745,5755,5768,5778,5794
HT,海地,其他,https://www.fluentpython.com/data/flags/ht/ht.gif,北美,Haiti,0,0,53,113,113,113,113,113,152,152,152,152,183,183,183,183,207,232,232,232,232,232,232,232,246,246,259,259,259,259,270,294,315,315,343,360,360,360,387,387,392,392,417,426,426,434,445,452,455,465,468,487,492,505,510,513,529,534,539,543,554,570,574,581,597,607,618,631,640,647,659,667,674,687,692,694,704,713,721,730,736,740,748,755,768,777,787,802,817,829,852,869,883,899,934,971,1025,1077,1119,1188,1268,1364,1442,1516,1559,1602,1679,1744,1804,1867,1924,1976,2037,2102,2171,2220,2265,2313,2369,2420,2516,2586,2661,2723,2790,2888,2974,3058,3110,3168,3231,3308,3389,3472,3572,3650,3717,3799,3874,3927,3972,4014,4070,4113,4155,4198,4237,4275,4313,4373,4423,4462,4527,4571,4605,4635,4668,4705,4731,4752,4771,4803,4844,4882,4908,4933,4955,4974,4993,5022,5045,5069,5095,5123,5145,5174,5225,5247,5273,5292,5310,5327,5341,5355,5379,5397,5410,5423,5435,5446,5460,5471,5484,5498,5512,5525,5540,5549,5559,5569,5582,5592,5600,5615,5623,5635,5645,5654,5662,5669,5677,5688,5697,5718,5734,5743,5751,5761,5767,5775,5783
AE,阿联酋,其他,https://www.fluentpython.com/data/flags/ae/ae.gif,亚洲,United Arab Emirates,0,0,20,35,77,89,102,142,158,172,182,210,227,243,255,278,291,301,320,338,361,365,379,396,427,446,462,477,484,498,507,543,584,605,626,644,667,693,723,749,772,799,816,835,859,880,898,914,931,944,961,980,1001,1028,1061,1098,1123,1145,1167,1184,1205,1222,1244,1262,1287,1307,1323,1354,1386,1407,1426,1444,1462,1482,1498,1513,1531,1555,1577,1623,1654,1671,1688,1707,1728,1748,1766,1790,1806,1828,1853,1872,1887,1904,1919,1934,1954,1981,2002,2021,2040,2069,2091,2124,2143,2163,2191,2214,2242,2266,2291,2321,2350,2377,2411,2445,2473,2499,2524,2552,2587,2620,2660,2690,2717,2754,2795,2860,2904,2931,2957,2993,3025,3064,3110,3144,3179,3212,3251,3283,3309,3339,3367,3396,3429,3461,3490,3517,3542,3580,3614,3659,3707,3730,3756,3778,3802,3832,3856,3878,3900,3931,3962,4006,4025,4054,4077,4103,4126,4157,4182,4211,4239,4280,4318,4418,4517,4552,4586,4619,4645,4672,4700,4728,4759,4784,4807,4829,4846,4863,4886,4905,4926,4955,4975,5001,5026,5044,5059,5079,5102,5127,5149,5178,5198,5226,5245,5268,5289,5307,5330,5375,5407,5477,5523,5556,5582,5609,5651,5691,5726
PK,巴基,其他,https://www.fluentpython.com/data/flags/pk/pk.gif,亚洲,Pakistan,0,0,0,8,18,26,26,32,44,54,75,97,104,104,104,109,113,122,130,134,142,145,155,158,161,167,176,179,179,190,200,234,278,288,301,317,327,335,359,366,376,395,413,438,466,489,502,517,539,564,580,601,618,641,675,709,743,779,819,848,881,909,949,968,998,1021,1071,1114,1147,1173,1211,1233,1257,1286,1319,1339,1364,1405,1442,1492,1551,1573,1601,1625,1651,1686,1712,1739,1759,1781,1813,1837,1860,1886,1906,1925,1949,1973,1992,2012,2033,2059,2083,2113,2141,2168,2197,2220,2252,2279,2306,2334,2367,2398,2426,2456,2482,2510,2536,2563,2590,2617,2649,2675,2699,2730,2766,2857,2957,2994,3028,3064,3099,3132,3172,3204,3231,3263,3303,3343,3376,3406,3436,3464,3499,3530,3559,3583,3605,3635,3667,3724,3792,3823,3856,3885,3917,3961,3990,4017,4043,4079,4117,4165,4198,4231,4260,4288,4317,4354,4386,4420,4452,4491,4536,4629,4714,4748,4782,4814,4840,4868,4893,4917,4941,4966,4992,5013,5029,5047,5066,5085,5105,5127,5145,5164,5185,5204,5219,5237,5255,5274,5290,5313,5329,5350,5365,5384,5402,5418,5444,5487,5519,5568,5601,5627,5645,5666,5684,5704,5725
NP,尼泊尔,其他,https://www.fluentpython.com/data/flags/np/np.gif,亚洲,Nepal,0,0,25,25,25,25,25,25,44,44,62,84,105,121,153,153,166,166,178,223,223,234,257,257,270,270,293,293,293,293,303,323,375,397,409,437,437,456,464,499,514,521,561,574,598,622,628,641,663,675,715,727,748,759,782,796,819,842,846,861,881,901,933,959,968,985,1006,1038,1075,1102,1127,1150,1174,1194,1204,1218,1235,1252,1286,1364,1417,1429,1442,1471,1510,1530,1551,1579,1596,1628,1652,1681,1704,1730,1752,1772,1795,1821,1845,1864,1888,1925,1951,1996,2041,2070,2116,2155,2191,2219,2252,2280,2318,2358,2396,2434,2463,2497,2533,2568,2601,2631,2661,2692,2719,2756,2790,2857,2902,2937,2980,3028,3076,3121,3173,3208,3240,3281,3331,3367,3399,3430,3461,3498,3535,3568,3599,3626,3653,3689,3717,3757,3815,3847,3882,3915,3945,3984,4008,4033,4058,4092,4126,4164,4192,4225,4253,4279,4302,4336,4362,4395,4426,4461,4494,4594,4687,4722,4760,4802,4832,4859,4882,4913,4941,4965,4985,5008,5027,5046,5068,5088,5108,5129,5149,5174,5195,5211,5225,5247,5267,5292,5311,5330,5344,5366,5382,5402,5414,5426,5444,5485,5515,5555,5591,5617,5636,5652,5670,5694,5713
CD,刚果-金沙萨,其他,https://www.fluentpython.com/data/flags/cd/cd.gif,非洲,Congo - Kinshasa,0,0,20,62,62,62,62,62,93,93,104,104,104,129,141,141,151,178,184,184,197,204,204,210,232,242,251,271,283,283,294,326,330,351,372,376,387,409,438,459,468,486,501,521,535,550,555,571,582,592,611,622,626,636,656,661,669,683,693,695,701,707,717,730,749,756,769,782,795,804,823,831,834,846,846,852,857,864,866,871,873,875,877,879,883,887,893,903,917,931,946,965,974,988,1001,1023,1046,1069,1087,1110,1133,1165,1197,1228,1253,1281,1313,1352,1394,1433,1473,1506,1551,1591,1632,1676,1717,1757,1803,1845,1904,1951,1996,2036,2084,2142,2195,2247,2292,2341,2388,2437,2483,2531,2587,2634,2689,2752,2825,2889,2955,3016,3080,3144,3205,3265,3309,3349,3392,3452,3514,3563,3628,3679,3726,3771,3817,3866,3897,3921,3952,3990,4037,4101,4146,4192,4231,4267,4300,4347,4384,4426,4470,4527,4578,4642,4742,4793,4844,4886,4919,4949,4972,4997,5035,5064,5089,5112,5132,5154,5175,5197,5217,5240,5260,5280,5303,5320,5335,5350,5367,5381,5395,5411,5422,5436,5447,5459,5472,5482,5492,5506,5518,5538,5552,5562,5571,5580,5589,5598,5608
CM,喀麦隆,其他,https://www.fluentpython.com/data/flags/cm/cm.gif,非洲,Cameroon,0,0,0,0,0,20,36,52,88,138,154,190,207,265,296,296,309,309,321,346,378,400,410,426,444,461,476,502,517,534,549,556,583,595,601,611,625,660,672,680,698,713,729,738,746,756,766,780,796,806,808,822,832,844,872,884,897,908,917,920,932,947,955,964,974,981,988,1010,1031,1044,1051,1059,1065,1078,1087,1102,1110,1123,1136,1143,1151,1160,1171,1178,1188,1202,1215,1228,1250,1275,1295,1312,1335,1346,1365,1383,1395,1411,1423,1439,1453,1474,1491,1504,1518,1533,1550,1569,1583,1604,1625,1638,1656,1677,1699,1725,1753,1779,1800,1817,1840,1865,1894,1922,1956,1988,2023,2051,2072,2094,2123,2157,2190,2234,2274,2308,2343,2394,2446,2490,2527,2552,2585,2610,2641,2673,2709,2749,2791,2856,2910,2962,3026,3065,3104,3146,3186,3234,3270,3303,3339,3389,3448,3519,3564,3611,3647,3683,3717,3765,3803,3845,3900,3968,4020,4084,4184,4232,4286,4332,4371,4411,4445,4478,4527,4570,4608,4636,4663,4691,4720,4749,4781,4817,4849,4881,4913,4936,4962,4983,5011,5040,5064,5092,5115,5143,5164,5186,5210,5231,5252,5282,5308,5358,5397,5422,5445,5468,5483,5500,5525
BI,布隆迪,其他,https://www.fluentpython.com/data/flags/bi/bi.gif,非洲,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,182,182,182,182,182,182,182,182,234,277,277,277,277,277,365,365,365,365,396,423,423,455,504,504,504,567,638,638,638,638,638,664,698,698,745,745,769,823,877,910,910,938,938,938,938,938,938,957,957,985,985,985,985,985,985,1003,1027,1027,1060,1072,1092,1104,1110,1128,1145,1150,1155,1171,1188,1199,1214,1240,1285,1304,1319,1341,1362,1399,1422,1447,1451,1462,1472,1503,1518,1548,1584,1631,1692,1727,1775,1819,1865,1920,1962,2004,2044,2124,2186,2245,2296,2343,2385,2433,2494,2556,2613,2669,2706,2726,2772,2830,2877,2943,3001,3035,3094,3146,3215,3276,3350,3407,3462,3537,3602,3666,3724,3790,3851,3884,3917,3954,4005,4052,4116,4161,4212,4255,4287,4307,4351,4386,4420,4453,4502,4553,4601,4677,4723,4762,4789,4824,4860,4892,4914,4948,4973,4989,5008,5022,5045,5060,5076,5095,5115,5137,5164,5182,5193,5207,5219,5235,5254,5266,5289,5300,5321,5338,5345,5358,5369,5386,5395,5409,5442,5459,5476,5486,5495,5504,5510,5521
NG,尼日利亚,其他,https://www.fluentpython.com/data/flags/ng/ng.gif,非洲,Nigeria,0,0,0,22,39,51,56,80,85,85,89,94,99,108,108,116,116,120,123,123,132,143,146,156,169,169,178,185,189,200,202,213,221,225,231,244,247,255,263,270,286,297,310,328,337,348,361,372,380,396,403,414,426,440,455,477,493,507,519,529,539,556,578,585,593,602,622,642,660,674,688,700,714,727,734,749,757,771,783,797,816,829,844,863,884,904,922,934,945,961,983,998,1011,1024,1039,1055,1078,1101,1121,1143,1171,1211,1241,1269,1290,1311,1349,1382,1411,1450,1499,1527,1627,1660,1691,1722,1747,1779,1808,1832,1875,1902,1942,1965,1992,2023,2061,2095,2123,2146,2189,2240,2289,2337,2385,2417,2445,2484,2532,2569,2602,2630,2663,2695,2726,2755,2785,2812,2843,2894,2938,2979,3035,3066,3098,3127,3162,3202,3234,3257,3282,3324,3374,3440,3475,3514,3548,3584,3613,3651,3677,3711,3756,3808,3854,3909,3994,4034,4082,4119,4153,4187,4217,4246,4287,4324,4363,4399,4426,4454,4487,4518,4550,4588,4619,4654,4690,4719,4749,4782,4815,4847,4875,4905,4931,4961,4988,5015,5043,5066,5092,5128,5159,5247,5314,5347,5381,5416,5441,5469,5505
ZW,津巴布韦,其他,https://www.fluentpython.com/data/flags/zw/zw.gif,非洲,Zimbabwe,0,0,0,0,33,33,33,33,57,57,75,75,94,119,119,138,138,138,138,138,138,155,155,168,168,168,168,168,168,168,168,180,207,220,220,231,231,245,254,254,262,262,269,269,293,301,315,322,329,338,346,346,353,359,379,421,453,453,460,478,485,511,530,530,544,566,581,642,660,666,692,697,724,742,757,767,781,792,797,811,815,819,832,838,838,853,869,886,895,907,923,932,951,964,975,993,1010,1033,1050,1065,1086,1122,1145,1171,1192,1208,1243,1271,1296,1335,1371,1398,1428,1452,1488,1523,1544,1569,1590,1610,1645,1670,1703,1730,1751,1778,1811,1846,1869,1892,1931,1972,2010,2052,2098,2131,2162,2215,2278,2316,2346,2381,2412,2441,2477,2521,2552,2584,2617,2679,2722,2773,2834,2871,2901,2936,2970,3024,3053,3075,3100,3141,3190,3259,3299,3347,3377,3420,3446,3483,3517,3549,3597,3653,3701,3778,3872,3911,3956,3996,4032,4071,4104,4140,4189,4227,4260,4291,4319,4347,4372,4398,4430,4465,4498,4530,4561,4595,4621,4655,4689,4731,4762,4793,4824,4853,4883,4911,4941,4963,4991,5029,5064,5164,5224,5265,5302,5342,5373,5402,5439
RO,罗马尼亚,其他,https://www.fluentpython.com/data/flags/ro/ro.gif,欧洲,Romania,0,0,8,12,22,35,42,54,77,88,111,122,134,148,156,172,183,192,203,210,219,230,247,260,270,283,295,303,314,326,341,370,416,435,452,470,489,512,533,551,573,615,646,670,688,707,724,743,762,782,803,830,849,880,912,955,988,1016,1044,1070,1090,1122,1150,1174,1201,1224,1261,1299,1336,1367,1393,1421,1448,1481,1507,1528,1553,1576,1602,1635,1665,1684,1704,1725,1751,1772,1796,1820,1840,1866,1891,1916,1933,1956,1976,1997,2017,2040,2068,2092,2113,2142,2163,2193,2213,2234,2257,2277,2295,2315,2333,2353,2372,2394,2414,2433,2451,2470,2491,2510,2534,2555,2580,2601,2622,2649,2677,2712,2739,2765,2786,2809,2835,2861,2897,2923,2949,2976,3009,3035,3057,3083,3108,3129,3155,3186,3213,3236,3255,3292,3321,3374,3462,3495,3520,3547,3573,3606,3632,3655,3680,3716,3746,3791,3817,3847,3870,3893,3914,3941,3966,3989,4013,4061,4094,4145,4245,4275,4306,4336,4359,4382,4403,4425,4454,4480,4502,4522,4539,4558,4578,4594,4612,4640,4663,4688,4712,4730,4744,4759,4777,4799,4816,4837,4856,4881,4900,4922,4944,4966,4991,5055,5092,5165,5208,5239,5268,5298,5335,5384,5415
ES,西班牙,其他,https://www.fluentpython.com/data/flags/es/es.gif,欧洲,Spain,0,0,10,22,35,47,55,72,96,107,119,127,137,147,157,171,183,196,216,233,244,257,268,283,298,310,319,331,344,358,376,398,427,442,456,468,479,492,510,528,548,569,583,594,604,614,625,634,646,658,673,688,700,722,756,792,820,839,853,865,878,892,910,921,935,950,976,1026,1080,1111,1137,1163,1187,1219,1249,1276,1305,1338,1371,1403,1437,1462,1485,1509,1542,1571,1596,1626,1648,1681,1710,1731,1750,1772,1797,1825,1868,1914,1953,1985,2014,2059,2085,2113,2132,2154,2193,2214,2238,2261,2285,2310,2334,2356,2379,2398,2418,2442,2467,2494,2530,2554,2600,2629,2664,2702,2751,2778,2799,2827,2848,2876,2911,2947,3027,3066,3096,3124,3164,3197,3217,3246,3270,3296,3327,3365,3399,3431,3455,3496,3533,3576,3628,3653,3680,3703,3741,3793,3823,3843,3870,3908,3946,4021,4060,4105,4129,4152,4183,4223,4253,4277,4304,4351,4394,4443,4543,4571,4605,4635,4650,4666,4682,4700,4727,4744,4757,4770,4783,4797,4810,4821,4833,4849,4861,4874,4890,4902,4911,4922,4935,4958,4971,4987,5000,5015,5028,5043,5059,5071,5086,5120,5141,5200,5223,5241,5258,5276,5304,5345,5370
CZ,捷克,其他,https://www.fluentpython.com/data/flags/cz/cz.gif,欧洲,Czechia,0,0,0,0,0,0,0,0,12,23,28,37,37,41,48,55,58,68,77,80,97,109,115,122,127,136,145,159,161,170,177,214,243,254,257,268,280,290,301,310,326,345,359,369,379,400,409,417,430,445,462,474,500,519,543,608,638,658,677,694,710,735,760,786,802,836,870,910,947,969,992,1012,1028,1059,1078,1093,1108,1123,1145,1183,1213,1230,1244,1262,1284,1302,1323,1346,1360,1382,1404,1423,1441,1461,1484,1500,1521,1544,1563,1589,1615,1647,1669,1735,1767,1790,1824,1850,1873,1900,1923,1952,1979,2008,2031,2056,2077,2097,2119,2141,2171,2201,2235,2261,2284,2315,2353,2400,2433,2465,2488,2516,2548,2581,2629,2662,2691,2724,2759,2787,2811,2848,2887,2930,2971,3018,3047,3072,3095,3126,3154,3210,3283,3311,3335,3359,3388,3420,3447,3469,3495,3528,3555,3605,3632,3660,3685,3714,3745,3776,3799,3822,3845,3885,3919,3989,4089,4126,4163,4201,4233,4261,4286,4308,4338,4365,4394,4417,4441,4462,4486,4507,4533,4566,4590,4617,4642,4666,4683,4702,4721,4746,4762,4786,4811,4833,4855,4875,4899,4921,4942,4994,5028,5086,5131,5163,5191,5221,5256,5302,5332
TR,土耳其,其他,https://www.fluentpython.com/data/flags/tr/tr.gif,亚洲,Turkey,0,0,3,5,11,15,19,26,36,42,50,58,62,70,80,87,97,107,116,130,140,152,166,181,196,213,235,254,272,290,312,349,388,416,444,469,491,513,545,568,595,630,671,718,749,773,800,822,843,872,901,920,945,980,1038,1112,1156,1194,1235,1272,1306,1342,1372,1396,1424,1454,1491,1534,1566,1594,1618,1638,1658,1678,1694,1709,1725,1746,1766,1793,1819,1839,1855,1871,1891,1907,1925,1947,1964,1987,2012,2045,2067,2093,2113,2135,2159,2182,2205,2226,2247,2281,2312,2353,2384,2415,2448,2476,2502,2527,2549,2575,2611,2711,2758,2805,2840,2872,2905,2932,2960,2985,3019,3047,3072,3100,3144,3187,3224,3252,3274,3297,3320,3341,3374,3396,3418,3440,3465,3490,3517,3553,3579,3601,3622,3641,3662,3682,3709,3748,3772,3803,3851,3874,3893,3911,3928,3946,3964,3982,4001,4020,4038,4068,4088,4109,4127,4144,4160,4177,4193,4208,4224,4250,4270,4307,4378,4400,4421,4442,4458,4474,4490,4505,4524,4540,4558,4578,4595,4612,4628,4645,4660,4678,4694,4711,4742,4759,4773,4786,4802,4819,4833,4850,4864,4881,4898,4916,4933,4949,4970,5005,5034,5113,5152,5177,5199,5220,5243,5271,5297
BE,比利时,其他,https://www.fluentpython.com/data/flags/be/be.gif,欧洲,Belgium,0,0,6,18,29,38,48,69,116,133,144,155,170,180,191,203,215,229,242,251,260,270,280,292,300,311,320,329,341,353,366,422,480,498,514,530,549,569,589,608,634,660,687,708,723,738,755,770,785,804,821,840,857,881,916,966,996,1013,1034,1051,1069,1090,1112,1130,1148,1166,1189,1226,1254,1273,1289,1305,1321,1342,1356,1372,1390,1407,1426,1458,1488,1507,1524,1540,1563,1581,1601,1624,1641,1664,1688,1708,1722,1739,1757,1774,1794,1813,1833,1854,1872,1901,1922,1968,1986,2003,2029,2051,2074,2097,2119,2143,2165,2188,2209,2231,2250,2271,2291,2310,2342,2366,2395,2418,2440,2483,2519,2567,2597,2621,2642,2665,2692,2721,2764,2791,2816,2844,2882,2922,2947,2973,2998,3025,3055,3084,3113,3144,3173,3216,3250,3320,3420,3448,3472,3494,3523,3557,3581,3604,3624,3656,3686,3739,3763,3794,3817,3842,3865,3892,3913,3936,3960,4008,4038,4113,4204,4234,4272,4305,4330,4352,4373,4395,4431,4457,4477,4499,4515,4531,4550,4567,4587,4613,4632,4654,4674,4691,4704,4717,4733,4755,4770,4788,4806,4826,4842,4860,4881,4898,4919,4996,5025,5087,5124,5150,5176,5202,5227,5261,5291
ZA,南非,其他,https://www.fluentpython.com/data/flags/za/za.gif,非洲,South Africa,0,0,7,18,21,23,26,41,63,76,82,93,100,102,105,106,111,116,121,130,136,142,151,159,161,168,174,180,187,192,201,221,261,281,298,312,325,339,354,370,387,408,427,439,453,466,479,493,506,516,526,541,560,585,614,657,685,705,724,738,751,770,793,811,834,854,884,928,949,966,980,998,1012,1027,1041,1060,1078,1103,1129,1190,1248,1271,1286,1307,1323,1338,1351,1367,1378,1392,1412,1425,1435,1448,1462,1475,1487,1503,1516,1531,1550,1578,1596,1621,1636,1651,1680,1700,1718,1738,1755,1774,1794,1815,1839,1861,1878,1900,1921,1941,1973,2005,2047,2075,2107,2144,2183,2239,2278,2307,2345,2385,2422,2463,2508,2538,2567,2600,2637,2668,2693,2719,2747,2773,2803,2832,2863,2891,2920,2961,2993,3033,3092,3119,3145,3170,3198,3235,3262,3283,3304,3340,3376,3436,3469,3502,3529,3558,3581,3612,3635,3659,3688,3734,3772,3852,3938,3972,4014,4061,4091,4123,4149,4176,4217,4246,4274,4303,4323,4345,4372,4398,4425,4456,4479,4505,4532,4555,4573,4600,4628,4656,4680,4709,4730,4755,4776,4799,4822,4842,4864,4901,4930,5030,5089,5128,5160,5193,5223,5251,5285
SS,南苏丹,其他,https://www.fluentpython.com/data/flags/ss/ss.gif,非洲,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,63,97,129,175,256,343,378,452,500,533,593,636,689,741,776,810,868,915,943,975,1024,1080,1135,1198,1247,1297,1352,1427,1487,1539,1597,1640,1676,1725,1786,1852,1915,1957,2004,2065,2123,2167,2216,2238,2265,2310,2340,2378,2417,2445,2464,2478,2522,2585,2623,2665,2691,2708,2725,2760,2795,2834,2864,2916,2964,3035,3135,3197,3242,3294,3343,3403,3445,3497,3547,3585,3646,3689,3739,3780,3816,3861,3904,3952,3991,4055,4120,4177,4227,4265,4302,4339,4374,4413,4439,4469,4508,4554,4589,4615,4654,4696,4734,4821,4896,4943,4975,5018,5055,5093,5133
BF,布基纳法索,其他,https://www.fluentpython.com/data/flags/bf/bf.gif,非洲,Burkina Faso,0,0,0,0,0,0,0,0,0,16,30,30,30,30,42,53,53,53,53,62,62,62,69,76,76,83,83,83,88,99,104,110,116,121,130,139,151,151,159,166,169,169,174,177,177,180,194,194,201,206,206,210,218,224,230,242,247,253,256,261,261,266,266,266,273,273,277,292,302,305,311,320,326,326,329,334,334,341,353,359,364,369,369,374,382,384,388,392,398,411,419,422,425,432,443,455,468,484,502,512,526,543,562,583,605,624,664,689,709,733,751,772,800,821,841,864,884,907,928,957,999,1030,1069,1101,1138,1191,1237,1289,1319,1354,1387,1430,1468,1517,1563,1607,1649,1705,1768,1824,1869,1913,1954,2002,2042,2082,2122,2164,2208,2280,2355,2422,2498,2551,2604,2653,2712,2771,2811,2838,2871,2922,2988,3073,3133,3191,3241,3289,3336,3397,3444,3499,3562,3639,3708,3787,3887,3947,4009,4065,4123,4174,4221,4257,4308,4351,4387,4421,4450,4482,4510,4539,4566,4598,4625,4650,4675,4697,4712,4727,4745,4758,4773,4794,4808,4827,4841,4855,4873,4887,4903,4918,4932,4956,4977,4992,5007,5019,5028,5039,5051
PH,菲律宾,其他,https://www.fluentpython.com/data/flags/ph/ph.gif,亚洲,Philippines,0,0,10,19,19,44,54,63,93,100,107,130,130,164,177,184,190,198,205,222,242,247,266,310,326,326,330,347,370,390,403,446,504,520,533,536,542,563,580,596,612,651,682,716,725,736,757,764,783,796,806,825,847,866,895,918,943,960,974,993,1024,1049,1073,1098,1114,1130,1156,1201,1226,1247,1272,1285,1302,1318,1339,1361,1376,1402,1424,1523,1575,1604,1627,1648,1670,1691,1710,1735,1753,1780,1803,1823,1850,1879,1907,1937,1968,2004,2036,2065,2088,2113,2139,2169,2191,2214,2238,2259,2287,2316,2340,2362,2394,2419,2445,2470,2491,2516,2539,2564,2586,2610,2636,2658,2684,2713,2753,2853,2925,2964,2994,3021,3058,3091,3129,3159,3185,3210,3239,3263,3303,3331,3356,3381,3408,3434,3457,3478,3500,3519,3538,3565,3600,3620,3638,3656,3677,3699,3719,3736,3755,3777,3801,3830,3849,3871,3890,3909,3925,3943,3963,3979,3997,4021,4042,4106,4169,4190,4211,4233,4250,4265,4279,4296,4314,4329,4345,4358,4374,4395,4412,4428,4445,4462,4477,4494,4518,4539,4554,4570,4586,4602,4615,4631,4643,4656,4668,4682,4695,4707,4722,4748,4776,4815,4837,4854,4866,4881,4901,4927,4945
